PLO_USERGROUP,PLO_PAGENAME,PLO_ELEMENTID,PLO_ELEMENTTYPE,PLO_PRESENTINJSP,PLO_ATTRIBUTE,PLO_FIELDCONTAINER,PLO_FIELDGROUP,PLO_POSITIONINGROUP,PLO_FIELDCONTTYPE,PLO_TABINDEX,PLO_SYSTEMATTRIBUTE,PLO_CHANGED,PLO_UPDATECOUNT,PLO_MEKEY,PLO_MEFLAG,PLO_DEFAULTVALUE,PLO_PARENTPAGE,PLO_LASTSAVED
DK,CCJOBS,relatedfromoffset,F,Y,H,cont_19,6,1,1,3290,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relatedfromoffsetdir,F,Y,H,cont_19,7,1,1,3300,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relatedfromreferencedesc,F,Y,H,cont_19,5,1,1,3280,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relatedtooffset,F,Y,H,cont_20,6,1,1,3470,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relatedtooffsetdir,F,Y,H,cont_20,7,1,1,3480,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relatedtoreferencedesc,F,Y,H,cont_20,5,1,1,3460,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,relationshiptype,F,Y,H,cont_4.1,9,1,1,510,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reliabilityranking,F,Y,H,cont_2,11,1,1,190,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reliabilityrankingindex,F,Y,H,cont_2,12,1,1,200,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reliabilityrankingscore,F,Y,H,cont_2,13,1,1,210,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,remhrs,F,Y,O,cont_8,4,1,1,1610,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reopened,F,Y,H,cont_5,15,1,1,760,P,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reportedby,F,Y,O,cont_9,1,1,1,2590,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reqenddate,F,Y,H,cont_9,9,1,1,2670,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,reqstartdate,F,Y,H,cont_9,8,1,1,2660,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,requestedbyname,F,Y,H,cont_9,17,1,1,2790,P,'+,0,YY,,,WSJOBS,2024-04-04 01:09:33
DK,CCJOBS,routecode,F,Y,H,cont_6,9,1,1,980,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,routestatusdesc,F,Y,H,cont_6,10,1,1,990,P,'+,0,YN,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,safety,F,Y,O,cont_3,6,1,1,270,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,safetyreviewedby,F,Y,H,cont_5,19,1,1,800,P,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,salutation_display,F,Y,P,cont_22,1,1,1,3610,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,schedenddate,F,Y,O,cont_9,7,1,1,2650,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,schedgroup,F,Y,O,cont_9,3,1,1,2610,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,schedsessiontypedesc,F,Y,H,cont_5,9,1,1,700,P,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,schedstartdate,F,Y,O,cont_9,6,1,1,2640,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,securityincident,F,Y,H,cont_9.2,3,1,1,2990,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,serialnumber,F,Y,H,cont_2,7,1,1,150,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicecategory,F,Y,O,cont_6.3,5,1,1,1260,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicecategoryorg,F,Y,H,cont_6.5,5,1,1,1310,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicecustomerrequest,F,Y,H,cont_6.85,4,1,1,1440,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicecustomerrequestorg,F,Y,H,cont_6.85,5,1,1,1450,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,serviceproblemcode,F,Y,O,cont_6.5,3,1,1,1290,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,serviceproblemcodeorg,F,Y,H,cont_6.5,4,1,1,1300,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicerequestid,F,Y,H,cont_9,16,1,1,2780,O,'+,0,YN,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,servicerequeststatus,F,Y,H,cont_6.85,6,1,1,1460,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,shift,F,Y,H,cont_9,12,1,1,2700,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,smda,F,Y,H,cont_9.1,14,1,1,2950,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,staffinjuryillness,F,Y,H,cont_9.2,2,1,1,2980,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,standardwo,F,Y,O,cont_6,1,1,1,880,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,startdate,F,Y,H,cont_9,10,1,1,2680,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,statementofconditions,F,Y,H,cont_9.1,6,1,1,2870,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,supplier,F,Y,O,cont_6.3,3,1,1,1240,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,supplierorg,F,Y,H,cont_6.3,4,1,1,1250,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,survey,F,Y,H,cont_3,10,1,1,310,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,symptom,F,Y,H,cont_5,22,1,1,830,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,syslevel,F,Y,H,cont_8,6,1,1,1630,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tacticalcause,F,Y,H,cont_5,23,1,1,840,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,taginfomap,F,Y,H,cont_18,5,1,1,3220,O,'-,0,YY,,,WSJOBS,2025-04-03 00:51:36
DK,CCJOBS,targetvalcurrency,F,Y,P,cont_6,4,2,1,920,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,targetvalue,F,Y,O,cont_6,4,1,1,910,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,task,F,Y,O,cont_7,4,1,1,1520,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,techpartfailure,F,Y,H,cont_7,8,1,1,1560,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tempfixdatecompleted,F,Y,O,cont_6.5,2,1,1,1280,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tempfixpromisedate,F,Y,O,cont_6.3,2,1,1,1230,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,togeoref,F,Y,O,cont_4.1,6,1,2,480,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tohorizontaloffset,F,Y,H,cont_20,13,1,1,3540,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tohorizontaloffsettype,F,Y,H,cont_20,14,1,1,3560,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tohorizontaloffsetuom,F,Y,H,cont_20,13,2,1,3550,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tolatitude,F,Y,H,cont_20,10,1,1,3510,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tolongitude,F,Y,H,cont_20,11,1,1,3520,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tooffset,F,Y,H,cont_20,2,1,1,3430,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tooffsetdirection,F,Y,H,cont_20,4,1,1,3450,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,tooffsetpercent,F,Y,H,cont_20,3,1,1,3440,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,topoint,F,Y,O,cont_4.1,4,1,1,450,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,topointuom_display,F,Y,P,cont_4.1,4,2,1,460,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,torefdesc,F,Y,O,cont_4.1,5,1,2,470,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toreferencepoint,F,Y,H,cont_20,1,1,1,3420,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,torelationshiptype,F,Y,H,cont_20,12,1,1,3530,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,totalestcostcurrency,F,Y,H,cont_6.8,4,2,1,1400,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,totalestimatedcost,F,Y,H,cont_6.8,4,1,1,1390,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,totalestlaborcost,F,Y,H,cont_6.8,1,1,1,1330,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,totalestmatlcost,F,Y,H,cont_6.8,2,1,1,1350,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,totalestmisccost,F,Y,H,cont_6.8,3,1,1,1370,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toverticaloffset,F,Y,H,cont_20,15,1,1,3570,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toverticaloffsettype,F,Y,H,cont_20,16,1,1,3590,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toverticaloffsetuom,F,Y,H,cont_20,15,2,1,3580,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toxcoordinate,F,Y,H,cont_20,8,1,1,3490,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,toycoordinate,F,Y,H,cont_20,9,1,1,3500,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,traceroute,F,Y,H,cont_18,2,1,1,3190,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,trade,F,Y,O,cont_7,2,1,1,1500,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,triggerevent,F,Y,H,cont_6,6,1,1,950,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfbutton01,F,N,H,cont_8.5,43,1,1,2520,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfbutton02,F,N,H,cont_8.5,44,1,1,2530,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfbutton03,F,N,H,cont_8.5,45,1,1,2540,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfbutton04,F,N,H,cont_8.5,46,1,1,2550,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfbutton05,F,N,H,cont_8.5,47,1,1,2560,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar01,F,Y,O,cont_8.4,1,1,1,1670,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar02,F,Y,O,cont_8.5,1,1,1,2100,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar03,F,Y,O,cont_8.4,2,1,1,1680,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar04,F,Y,O,cont_8.5,2,1,1,2110,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar05,F,Y,O,cont_8.4,3,1,1,1690,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar06,F,N,H,cont_8.5,3,1,1,2120,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar07,F,N,H,cont_8.4,4,1,1,1700,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar08,F,N,H,cont_8.5,4,1,1,2130,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar09,F,N,H,cont_8.4,5,1,1,1710,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar10,F,N,H,cont_8.5,5,1,1,2140,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar11,F,N,H,cont_8.4,6,1,1,1720,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar12,F,N,H,cont_8.5,6,1,1,2150,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar13,F,N,H,cont_8.4,7,1,1,1730,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar14,F,N,H,cont_8.5,7,1,1,2160,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar15,F,N,H,cont_8.4,8,1,1,1740,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar16,F,N,H,cont_8.5,8,1,1,2170,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar17,F,N,H,cont_8.4,9,1,1,1750,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar18,F,N,H,cont_8.5,9,1,1,2180,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar19,F,N,H,cont_8.4,10,1,1,1760,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar20,F,N,H,cont_8.5,10,1,1,2190,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar21,F,N,H,cont_8.4,11,1,1,1770,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar22,F,N,H,cont_8.5,11,1,1,2200,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar23,F,N,H,cont_8.4,12,1,1,1780,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar24,F,N,H,cont_8.5,12,1,1,2210,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar25,F,N,H,cont_8.4,13,1,1,1790,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar26,F,N,H,cont_8.5,13,1,1,2220,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar27,F,N,H,cont_8.4,14,1,1,1800,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar28,F,N,H,cont_8.5,14,1,1,2230,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar29,F,N,H,cont_8.4,15,1,1,1810,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar30,F,N,H,cont_8.5,15,1,1,2240,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar31,F,N,H,cont_8.4,16,1,1,1820,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar32,F,N,H,cont_8.5,16,1,1,2250,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar33,F,N,H,cont_8.4,17,1,1,1830,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar34,F,N,H,cont_8.5,17,1,1,2260,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar35,F,N,H,cont_8.4,18,1,1,1840,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar36,F,N,H,cont_8.5,18,1,1,2270,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar37,F,N,H,cont_8.4,19,1,1,1850,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar38,F,N,H,cont_8.5,19,1,1,2280,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar39,F,N,H,cont_8.4,20,1,1,1860,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar40,F,N,H,cont_8.5,20,1,1,2290,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar41,F,N,H,cont_8.4,21,1,1,1870,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar42,F,N,H,cont_8.5,21,1,1,2300,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar43,F,N,H,cont_8.4,22,1,1,1880,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar44,F,N,H,cont_8.5,22,1,1,2310,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar45,F,N,H,cont_8.4,23,1,1,1890,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar46,F,N,H,cont_8.5,23,1,1,2320,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar47,F,N,H,cont_8.4,24,1,1,1900,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar48,F,N,H,cont_8.5,24,1,1,2330,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar49,F,N,H,cont_8.4,25,1,1,1910,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar50,F,N,H,cont_8.5,25,1,1,2340,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar51,F,N,H,cont_8.4,26,1,1,1920,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar52,F,N,H,cont_8.5,26,1,1,2350,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar53,F,N,H,cont_8.4,27,1,1,1930,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar54,F,N,H,cont_8.5,27,1,1,2360,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchar55,F,N,H,cont_8.4,28,1,1,1940,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox01,F,N,H,cont_8.5,38,1,1,2470,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox02,F,N,H,cont_8.4,39,1,1,2050,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox03,F,N,H,cont_8.5,39,1,1,2480,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox04,F,N,H,cont_8.4,40,1,1,2060,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox05,F,N,H,cont_8.5,40,1,1,2490,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox06,F,N,H,cont_8.4,41,1,1,2070,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox07,F,N,H,cont_8.5,41,1,1,2500,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox08,F,N,H,cont_8.4,42,1,1,2080,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox09,F,N,H,cont_8.5,42,1,1,2510,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfchkbox10,F,N,H,cont_8.4,43,1,1,2090,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate01,F,N,H,cont_8.5,28,1,1,2370,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate02,F,N,H,cont_8.4,29,1,1,1950,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate03,F,N,H,cont_8.5,29,1,1,2380,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate04,F,N,H,cont_8.4,30,1,1,1960,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate05,F,N,H,cont_8.5,30,1,1,2390,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate06,F,N,H,cont_8.4,31,1,1,1970,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate07,F,N,H,cont_8.5,31,1,1,2400,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate08,F,N,H,cont_8.4,32,1,1,1980,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate09,F,N,H,cont_8.5,32,1,1,2410,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfdate10,F,N,H,cont_8.4,33,1,1,1990,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnote01,F,N,H,cont_8.6,1,1,2,2570,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnote02,F,N,H,cont_8.6,2,1,2,2580,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum01,F,N,H,cont_8.5,33,1,1,2420,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum02,F,N,H,cont_8.4,34,1,1,2000,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum03,F,N,H,cont_8.5,34,1,1,2430,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum04,F,N,H,cont_8.4,35,1,1,2010,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum05,F,N,H,cont_8.5,35,1,1,2440,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum06,F,N,H,cont_8.4,36,1,1,2020,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum07,F,N,H,cont_8.5,36,1,1,2450,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum08,F,N,H,cont_8.4,37,1,1,2030,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum09,F,N,H,cont_8.5,37,1,1,2460,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,udfnum10,F,N,H,cont_8.4,38,1,1,2040,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,unsignedwodifferences,F,Y,H,cont_13.5,1,1,1,3160,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,utilitysystemincident,F,Y,H,cont_9.2,8,1,1,3040,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,vendor,F,Y,H,cont_3,4,1,1,250,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,viewequipcustomfields,F,Y,H,cont_12,1,1,1,3130,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,viewequipmaterialusage,F,Y,H,cont_12.5,1,1,1,3140,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,viewgismap,F,Y,H,cont_10.3,1,1,1,3060,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,viewplannedpartava,F,Y,H,cont_13,1,1,1,3150,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,vipstatus_display,F,Y,P,cont_23,1,1,1,3650,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,warranty,F,Y,O,cont_3,7,1,1,280,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,woclass,F,Y,O,cont_5,1,1,1,600,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workaccomplished,F,Y,H,cont_7,7,1,1,1550,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workaddress,F,Y,O,cont_6.7,1,1,2,1320,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workmanship,F,Y,H,cont_6,25,1,1,1170,O,'+,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workordernum,F,S,P,cont_1,1,1,2,10,P,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workorderstatus,F,S,S,cont_3,2,1,1,230,S,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workordertype,F,S,S,cont_2,1,1,1,90,S,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,CCJOBS,workspace,F,Y,H,cont_3,1,1,1,220,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,aboveceilingpermit,F,Y,H,cont_9.1,1,1,1,2820,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,accountingentity,F,Y,P,cont_4.5,3,1,1,580,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,actenddate,F,Y,H,cont_8,2,1,1,1600,R,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,actioncode,F,Y,H,cont_6,8,1,1,980,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,actioncodedesc,F,Y,H,cont_6,29,1,1,1220,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
