PLO_USERGROUP,PLO_PAGENAME,PLO_ELEMENTID,PLO_ELEMENTTYPE,PLO_PRESENTINJSP,PLO_ATTRIBUTE,PLO_FIELDCONTAINER,PLO_FIELDGROUP,PLO_POSITIONINGROUP,PLO_FIELDCONTTYPE,PLO_TABINDEX,PLO_SYSTEMATTRIBUTE,PLO_CHANGED,PLO_UPDATECOUNT,PLO_MEKEY,PLO_MEFLAG,PLO_DEFAULTVALUE,PLO_PARENTPAGE,PLO_LASTSAVED
DK,TRJOBS,activity,F,Y,H,cont_7,1,1,1,1500,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,actstartdate,F,Y,H,cont_8,1,1,1,1590,R,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,alertcode,F,Y,H,cont_5,18,1,1,800,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,alias,F,Y,H,cont_2,6,1,1,150,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,assignedbyname,F,Y,H,cont_9,18,1,1,2800,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,assignedto,F,Y,O,cont_9,4,1,1,2620,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,assignedtodesc,F,Y,H,cont_9,5,1,1,2630,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,asslevel,F,Y,H,cont_8,7,1,1,1650,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,block_1,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_10,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_12,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_13,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_14,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_2,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_3,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_4,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_5,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_6,B,Y,H,,,,,,C,'+,1,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,block_7,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,block_8,B,Y,H,,,,,,C,'+,1,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,block_9,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2023-10-16 13:02:29
DK,TRJOBS,buildingmaintenanceprogram,F,Y,H,cont_9.1,7,1,1,2880,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,calcpriority,F,Y,H,cont_6,17,1,1,1100,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,callcenterworeport,F,Y,H,cont_17,1,1,1,3170,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,callername,F,Y,H,cont_5,13,1,1,750,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,campaign,F,Y,H,cont_9,14,1,1,2740,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,campaigndash,F,Y,H,cont_9,14,2,1,2750,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,campaignevent,F,Y,H,cont_9,14,3,1,2760,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,campaignstatusdesc,F,Y,H,cont_9,15,1,1,2770,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,casecode,F,Y,H,cont_6.85,1,1,1,1420,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,casetype,F,Y,H,cont_6.85,2,1,1,1430,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,categoryname,F,Y,P,cont_6,18,1,1,1110,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,causecode,F,Y,H,cont_5,10,1,1,720,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,causecodedesc,F,Y,H,cont_5,26,1,1,880,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,closinglatitude,F,Y,H,cont_6,23,1,1,1160,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,closinglongitude,F,Y,H,cont_6,24,1,1,1170,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,cnnumber,F,Y,H,cont_5,7,1,1,690,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,completeproductionorder,F,Y,H,cont_10.91,1,1,1,3110,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,complevel,F,Y,H,cont_8,8,1,1,1660,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,componentlocation,F,Y,H,cont_8,9,1,1,1670,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,confinedspace,F,Y,H,cont_9.1,11,1,1,2920,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,costcode,F,Y,O,cont_6,3,1,1,910,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,coveragetype,F,Y,H,cont_3,5,1,1,270,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createcase,F,Y,H,cont_18,1,1,1,3180,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createcustomerinvoice,F,Y,H,cont_11,1,1,1,3120,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createdby,F,Y,P,cont_4,2,1,1,360,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,creategislinearwo,F,Y,H,cont_21,1,1,1,3600,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createproductionorder,F,Y,H,cont_10.9,1,1,1,3100,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createproductionrequest,F,Y,H,cont_10.8,1,1,1,3090,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createrootcauseanalysis,F,Y,H,cont_18,4,1,1,3210,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createstandardwo,F,Y,H,cont_10.5,1,1,1,3070,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,createwarrantyclaim,F,Y,H,cont_10.7,1,1,1,3080,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,criticality,F,Y,P,cont_5,3,1,1,630,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,customer,F,Y,H,cont_5,11,1,1,730,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,customercontract,F,Y,H,cont_5,16,1,1,780,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,datecompleted,F,Y,H,cont_9,11,1,1,2690,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,datecreated,F,Y,P,cont_4,3,1,1,370,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,datereported,F,Y,O,cont_9,2,1,1,2600,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,datetimecreated,F,Y,H,cont_4,4,1,1,380,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,department,F,Y,S,cont_2,2,1,1,110,S,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,dependant,F,Y,H,cont_3,8,1,1,300,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,description,F,S,S,cont_1,1,2,2,20,S,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,downtimecost,F,Y,H,cont_6,11,1,1,1010,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,downtimecostcurr,F,Y,H,cont_6,11,2,1,1020,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,downtimehours,F,Y,H,cont_6,12,1,1,1030,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,duedate,F,Y,P,cont_6,13,1,1,1040,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,duplicatecase,F,Y,H,cont_6.85,3,1,1,1440,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,emailaddress,F,Y,P,cont_24,1,1,1,3670,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,eqpusabilitydesc,F,Y,O,cont_6.3,1,1,1,1230,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,equipmanufacturer,F,Y,H,cont_2,8,1,1,170,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,equipment,F,S,R,cont_1,3,1,2,50,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,equipmentdesc,F,Y,P,cont_1,3,2,2,60,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,equipmentorg,F,Y,H,cont_2,4,1,1,130,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,equipmenttype_display,F,Y,H,cont_2,3,1,1,120,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,esignaturedate,F,Y,H,cont_4,6,1,1,400,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,esignaturetype,F,Y,H,cont_4,7,1,1,410,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,esigner,F,Y,H,cont_4,5,1,1,390,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,esthrs,F,Y,O,cont_8,3,1,1,1610,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,estlaborcostcurrency,F,Y,H,cont_6.8,1,2,1,1350,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,estmatlcostcurrency,F,Y,H,cont_6.8,2,2,1,1370,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,estmisccostcurrency,F,Y,H,cont_6.8,3,2,1,1390,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,eventlog,F,Y,H,cont_10,1,1,1,3050,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,failurecode,F,Y,H,cont_6,7,1,1,970,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,failurecodedesc,F,Y,H,cont_6,28,1,1,1210,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,failuremodedesc,F,Y,H,cont_5,21,1,1,830,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,firesafetyincident,F,Y,H,cont_9.2,6,1,1,3020,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,firstname,F,Y,P,cont_22,1,2,1,3620,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,flow,F,Y,H,cont_4.1,8,1,1,510,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,followupgroup_display,F,Y,H,cont_6,16,1,1,1090,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,forprint,F,Y,H,cont_2,10,1,1,190,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromgeoref,F,Y,O,cont_4.1,3,1,2,450,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromhorizontaloffset,F,Y,H,cont_19,13,1,1,3360,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromhoroffsettype,F,Y,H,cont_19,14,1,1,3380,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromhoroffsetuom,F,Y,H,cont_19,13,2,1,3370,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromlatitude,F,Y,H,cont_19,10,1,1,3330,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromlongitude,F,Y,H,cont_19,11,1,1,3340,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromoffset,F,Y,H,cont_19,2,1,1,3250,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromoffsetdirection,F,Y,H,cont_19,4,1,1,3270,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromoffsetpercent,F,Y,H,cont_19,3,1,1,3260,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,frompoint,F,Y,O,cont_4.1,1,1,1,420,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,frompointuom_display,F,Y,P,cont_4.1,1,2,1,430,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromrefdesc,F,Y,O,cont_4.1,2,1,2,440,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromreferencepoint,F,Y,H,cont_19,1,1,1,3240,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromrelationshiptype,F,Y,H,cont_19,12,1,1,3350,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromverticaloffset,F,Y,H,cont_19,15,1,1,3390,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromverticaloffsettype,F,Y,H,cont_19,16,1,1,3410,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromverticaloffsetuom,F,Y,H,cont_19,15,2,1,3400,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromxcoordinate,F,Y,H,cont_19,8,1,1,3310,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,fromycoordinate,F,Y,H,cont_19,9,1,1,3320,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,geocodeaddress,F,Y,H,cont_18,6,1,1,3230,O,'-,0,YY,,,WSJOBS,2025-10-01 23:36:50
DK,TRJOBS,guestprofileid,F,Y,P,cont_24,2,1,1,3680,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,hazardousmaterialsincident,F,Y,H,cont_9.2,5,1,1,3010,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,hipaaconfidentiality,F,Y,H,cont_9.1,15,1,1,2960,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,hotworkburnpermit,F,Y,H,cont_9.1,10,1,1,2910,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,humanfactor,F,Y,H,cont_5,24,1,1,860,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,humanoversight,F,Y,H,cont_6,26,1,1,1190,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,inspectiondirection,F,Y,H,cont_4.1,7,1,1,500,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,interiminfectioncontrol,F,Y,H,cont_9.1,3,1,1,2840,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,interimlifesafety,F,Y,H,cont_9.1,2,1,1,2830,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,lastmeterread,F,Y,H,cont_6,5,1,1,940,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,lastname,F,Y,P,cont_22,1,4,1,3640,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,latitude,F,Y,H,cont_6,21,1,1,1140,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,location,F,Y,O,cont_1,4,1,2,70,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,locationdesc,F,Y,P,cont_1,4,2,2,80,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,lockouttagout,F,Y,H,cont_9.1,9,1,1,2900,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,longitude,F,Y,H,cont_6,22,1,1,1150,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,maintenancepattern,F,Y,H,cont_5,5,1,1,650,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,maintenancepatterndash,F,Y,H,cont_5,5,2,1,660,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,managerprofileid,F,Y,P,cont_24,3,1,1,3690,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,manufacturer,F,Y,H,cont_7,9,1,1,1580,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,matlcode,F,Y,O,cont_7,5,1,1,1540,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,medicalequipmentincident,F,Y,H,cont_9.2,7,1,1,3030,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,meteruom,F,Y,H,cont_6,5,2,1,950,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,methodofdetection,F,Y,H,cont_6,27,1,1,1200,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,middlename,F,Y,P,cont_22,1,3,1,3630,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,minor,F,Y,H,cont_6,19,1,1,1120,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,model,F,Y,H,cont_2,9,1,1,180,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,mpsequence,F,Y,H,cont_5,5,3,1,670,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,msproject,F,Y,H,cont_5,8,1,1,700,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,multiequip,F,Y,P,cont_2,5,1,1,140,P,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,multipletrades,F,Y,H,cont_7,3,1,1,1520,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,oemsitesystemid,F,Y,H,cont_3,3,1,1,250,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,organization,F,S,S,cont_4,1,1,1,350,S,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,origcasemanagementtask,F,Y,H,cont_6.85,8,1,1,1490,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,originatingcase,F,Y,H,cont_6.85,7,1,1,1480,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,originatingjob,F,Y,H,cont_6,15,1,1,1080,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,originatingwo,F,Y,H,cont_6,14,1,1,1050,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,originatingwoactivity,F,Y,H,cont_6,14,3,1,1070,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,originatingwodash,F,Y,H,cont_6,14,2,1,1060,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,package,F,Y,P,cont_5,17,1,1,790,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,parentproperty,F,Y,H,cont_1,2,1,2,30,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,parentpropertydesc,F,Y,H,cont_1,2,2,2,40,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,parentwo,F,Y,H,cont_5,6,1,1,680,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,patientsafety,F,Y,H,cont_9.1,12,1,1,2930,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,patientvisitorinjury,F,Y,H,cont_9.2,1,1,1,2970,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,performlinearsearch,F,Y,H,cont_18,3,1,1,3200,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,permfixpromisedate,F,Y,O,cont_6.5,1,1,1,1280,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,permitreviewedby,F,Y,H,cont_5,20,1,1,820,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,personalprotectiveequipment,F,Y,H,cont_9.1,8,1,1,2890,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,phonenumber,F,Y,P,cont_23,2,1,1,3660,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,piddrawing,F,Y,H,cont_3,12,1,1,340,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,pidno,F,Y,H,cont_3,11,1,1,330,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,planforimprovement,F,Y,H,cont_9.1,5,1,1,2860,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,pmcode,F,Y,P,cont_5,4,1,1,640,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,pplreq,F,Y,O,cont_8,5,1,1,1630,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,preconstructionriskassessment,F,Y,H,cont_9.1,4,1,1,2850,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,preservecalcpriority,F,Y,H,cont_6,20,1,1,1130,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,printed,F,Y,H,cont_3,9,1,1,310,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,priority,F,Y,O,cont_6,2,1,1,900,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,problemcode,F,Y,O,cont_5,2,1,1,620,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,problemcodedesc,F,Y,H,cont_5,25,1,1,870,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionenddate,F,Y,P,cont_4.5,2,1,1,570,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionorder,F,Y,P,cont_4.3,3,1,1,550,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionpriority,F,Y,O,cont_4.6,1,1,2,590,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionprioritydescription,F,Y,H,cont_4.6,2,1,2,600,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionrequest,F,Y,P,cont_4.3,1,1,1,530,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionrequestrevision,F,Y,P,cont_4.3,2,1,1,540,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,productionstartdate,F,Y,P,cont_4.5,1,1,1,560,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,projbud,F,Y,H,cont_9,13,3,1,2730,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,project,F,Y,H,cont_9,13,1,1,2710,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,projectdash,F,Y,H,cont_9,13,2,1,2720,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,projectdesc,F,Y,H,cont_9,19,1,1,2810,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,property,F,Y,H,cont_5,12,1,1,740,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,propertydamage,F,Y,H,cont_9.2,4,1,1,3000,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reasonforrepair,F,Y,H,cont_7,6,1,1,1550,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,recallnotice,F,Y,H,cont_9.1,13,1,1,2940,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,rejectreason,F,Y,H,cont_5,14,1,1,760,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedfromoffset,F,Y,H,cont_19,6,1,1,3290,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedfromoffsetdir,F,Y,H,cont_19,7,1,1,3300,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedfromreferencedesc,F,Y,H,cont_19,5,1,1,3280,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedtooffset,F,Y,H,cont_20,6,1,1,3470,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedtooffsetdir,F,Y,H,cont_20,7,1,1,3480,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relatedtoreferencedesc,F,Y,H,cont_20,5,1,1,3460,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,relationshiptype,F,Y,H,cont_4.1,9,1,1,520,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reliabilityranking,F,Y,H,cont_2,11,1,1,200,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reliabilityrankingindex,F,Y,H,cont_2,12,1,1,210,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reliabilityrankingscore,F,Y,H,cont_2,13,1,1,220,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,remhrs,F,Y,O,cont_8,4,1,1,1620,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
